iter	Passed	Remaining
1330	10066	746233
1331	10073	746194
1332	10080	746113
1333	10086	746041
1334	10093	745971
1335	10100	745926
1336	10107	745872
1337	10114	745808
1338	10121	745771
1339	10128	745716
1340	10135	745692
1341	10143	745698
1342	10151	745695
1343	10158	745671
1344	10165	745642
1345	10172	745576
1346	10180	745577
1347	10187	745588
1348	10194	745549
1349	10202	745537
1350	10209	745497
1351	10216	745449
1352	10224	745499
1353	10232	745488
1354	10239	745460
1355	10247	745451
1356	10253	745360
1357	10260	745318
1358	10267	745281
1359	10274	745187
1360	10280	745111
1361	10287	745038
1362	10293	744948
1363	10300	744850
1364	10306	744752
1365	10312	744659
1366	10319	744560
1367	10325	744429
1368	10331	744309
1369	10337	744209
1370	10344	744163
1371	10350	744027
1372	10356	743911
1373	10363	743904
1374	10371	743884
1375	10379	743969
1376	10388	744047
1377	10396	744070
1378	10405	744130
1379	10413	744177
1380	10421	744208
1381	10430	744283
1382	10438	744318
1383	10449	744575
1384	10457	744595
1385	10464	744543
1386	10472	744567
1387	10479	744532
1388	10487	744536
1389	10494	744532
1390	10501	744488
1391	10508	744444
1392	10515	744401
1393	10523	744390
1394	10530	744356
1395	10537	744317
1396	10545	744326
1397	10552	744274
1398	10560	744278
1399	10567	744251
1400	10574	744238
1401	10582	744216
1402	10589	744200
1403	10597	744181
1404	10604	744174
1405	10612	744155
1406	10619	744128
1407	10626	744120
1408	10634	744127
1409	10643	744187
1410	10650	744202
1411	10658	744212
1412	10666	744247
1413	10674	744265
1414	10682	744257
1415	10690	744278
1416	10697	744243
1417	10705	744274
1418	10713	744275
1419	10720	744263
1420	10727	744203
1421	10735	744215
1422	10742	744197
1423	10750	744223
1424	10757	744178
1425	10764	744135
1426	10772	744133
1427	10780	744131
1428	10787	744133
1429	10797	744273
1430	10805	744293
1431	10812	744250
1432	10820	744271
1433	10827	744233
1434	10841	744673
1435	10855	745107
1436	10865	745276
1437	10878	745590
1438	10893	746095
1439	10904	746334
1440	10912	746408
1441	10933	747280
1442	11034	753655
1443	11052	754326
1444	11061	754473
1445	11069	754469
1446	11077	754477
1447	11091	754917
1448	11101	755055
1449	11110	755160
1450	11119	755232
1451	11128	755293
1452	11145	755899
1453	11154	755993
1454	11162	756030
1455	11170	756065
1456	11179	756085
1457	11190	756320
1458	11199	756433
1459	11208	756523
1460	11218	756671
1461	11228	756828
1462	11241	757113
1463	11251	757293
1464	11261	757417
1465	11272	757639
1466	11284	757908
1467	11292	757966
1468	11303	758151
1469	11313	758312
1470	11322	758393
1471	11333	758635
1472	11344	758841
1473	11355	759022
1474	11366	759253
1475	11375	759344
1476	11386	759516
1477	11395	759640
1478	11404	759712
1479	11415	759887
1480	11424	759947
1481	11435	760187
1482	11445	760319
1483	11454	760408
1484	11465	760589
1485	11474	760685
1486	11485	760892
1487	11494	760974
1488	11503	761091
1489	11514	761284
1490	11525	761487
1491	11535	761646
1492	11545	761760
1493	11554	761817
1494	11565	762053
1495	11576	762246
1496	11586	762370
1497	11598	762687
1498	11607	762731
1499	11615	762728
1500	11623	762763
1501	11631	762791
1502	11638	762729
1503	11647	762780
1504	11656	762885
1505	11665	762918
1506	11675	763068
1507	11683	763058
1508	11691	763065
1509	11699	763109
1510	11709	763258
1511	11718	763284
1512	11731	763638
1513	11742	763878
1514	11751	763941
1515	11761	764053
1516	11770	764150
1517	11780	764301
1518	11790	764442
1519	11799	764486
1520	11809	764601
1521	11821	764874
1522	11833	765133
1523	11841	765189
1524	11850	765244
1525	11859	765294
1526	11869	765430
1527	11880	765670
1528	11889	765736
1529	11898	765782
1530	11906	765769
1531	11914	765805
1532	11924	765897
1533	11932	765956
1534	11940	765970
1535	11948	765950
1536	11955	765861
1537	11961	765779
1538	11968	765737
1539	11976	765697
1540	11982	765599
1541	11988	765475
1542	11994	765366
1543	12000	765252
1544	12006	765125
1545	12013	765058
1546	12114	770997
1547	12122	770957
1548	12129	770930
1549	12137	770934
1550	12143	770830
1551	12150	770727
1552	12156	770597
1553	12162	770492
1554	12168	770395
1555	12175	770288
1556	12181	770180
1557	12187	770081
1558	12193	769957
1559	12199	769834
1560	12205	769706
1561	12212	769645
1562	12219	769599
1563	12227	769573
1564	12234	769523
1565	12241	769492
1566	12250	769503
1567	12258	769542
1568	12266	769551
1569	12273	769468
1570	12280	769420
1571	12288	769423
1572	12295	769348
1573	12301	769250
1574	12308	769180
1575	12314	769086
1576	12321	769033
1577	12328	768947
1578	12334	768843
1579	12341	768737
1580	12346	768607
1581	12352	768493
1582	12359	768433
1583	12367	768382
1584	12372	768249
1585	12379	768149
1586	12385	768068
1587	12391	767953
1588	12397	767833
1589	12404	767726
1590	12410	767611
1591	12416	767490
1592	12422	767411
1593	12430	767429
1594	12437	767360
1595	12445	767348
1596	12451	767249
1597	12458	767185
1598	12466	767170
1599	12474	767153
1600	12481	767096
1601	12488	767096
1602	12496	767074
1603	12503	767035
1604	12512	767061
1605	12519	767014
1606	12527	767053
1607	12535	767049
1608	12543	767062
1609	12551	767068
1610	12559	767044
1611	12567	767040
1612	12575	767074
1613	12583	767072
1614	12591	767043
1615	12598	767014
1616	12605	766976
1617	12613	766968
1618	12620	766902
1619	12627	766836
1620	12633	766750
1621	12641	766724
1622	12647	766598
1623	12654	766581
1624	12662	766565
1625	12669	766516
1626	12676	766469
1627	12682	766364
1628	12689	766290
1629	12696	766216
1630	12702	766140
1631	12709	766062
1632	12716	765979
1633	12722	765894
1634	12729	765829
1635	12736	765766
1636	12742	765654
1637	12748	765568
1638	12755	765470
1639	12761	765390
1640	12768	765328
1641	12775	765242
1642	12781	765179
1643	12788	765099
1644	12795	765048
1645	12802	764995
1646	12810	764976
1647	12819	765057
1648	12828	765130
1649	12836	765158
1650	12846	765237
1651	12853	765214
1652	12860	765166
1653	12867	765081
1654	12874	765043
1655	12881	764975
1656	12892	765152
1657	12904	765390
1658	12915	765573
1659	12926	765787
1660	12934	765785
1661	12941	765757
1662	12948	765668
1663	12955	765619
1664	12962	765546
1665	12968	765471
1666	12975	765388
1667	12981	765308
1668	12988	765233
1669	12994	765133
1670	13001	765069
1671	13008	765001
1672	13015	764930
