iter	Passed	Remaining
523	97592	88652
524	97800	88485
525	98008	88319
526	98197	88135
527	98419	87981
528	98627	87814
529	98824	87636
530	99003	87443
531	99193	87260
532	99380	87074
533	99564	86885
534	99798	86741
535	100098	86652
536	100322	86497
537	100556	86351
538	100759	86178
539	100953	85997
540	101155	85823
541	101350	85643
542	101598	85507
543	101821	85350
544	102013	85167
545	102191	84972
546	102407	84808
547	102638	84657
548	102847	84488
549	103076	84335
550	103298	84176
551	103520	84016
552	103836	83932
553	104058	83772
554	104261	83597
555	104493	83444
556	104730	83295
557	104942	83126
558	105169	82969
559	105383	82801
560	105581	82620
561	105813	82466
562	106008	82283
563	106204	82101
564	106377	81901
565	106591	81732
566	106840	81590
567	107069	81433
568	107291	81270
569	107496	81094
570	107740	80947
571	108009	80818
572	108238	80659
573	108440	80479
574	108690	80336
575	108952	80201
576	109176	80037
577	109382	79860
578	109592	79686
579	109865	79557
580	110082	79388
581	110276	79202
582	110521	79052
583	110718	78868
584	110945	78704
585	111162	78534
586	111367	78355
587	111562	78169
588	111808	78019
589	112066	77876
590	112338	77743
591	112533	77556
592	112730	77371
593	112915	77178
594	113065	76960
595	113297	76799
596	113522	76632
597	113817	76512
598	114071	76364
599	114318	76212
600	114517	76027
601	114732	75853
602	114979	75699
603	115179	75515
604	115402	75345
605	115607	75163
606	115797	74972
607	116015	74799
608	116188	74597
609	116430	74439
610	116653	74268
611	116865	74091
612	117083	73917
613	117300	73742
614	117675	73666
615	117883	73485
616	118045	73276
617	118251	73094
618	118447	72905
619	118641	72715
620	118851	72535
621	119037	72340
622	119214	72141
623	119408	71951
624	119602	71761
625	119835	71594
626	120039	71410
627	120245	71228
628	120430	71032
629	120592	70824
630	120823	70656
631	121012	70463
632	121186	70261
633	121371	70066
634	121549	69866
635	121792	69705
636	122087	69572
637	122338	69414
638	122515	69214
639	122745	69044
640	122963	68867
641	123162	68679
642	123352	68486
643	123592	68321
644	123823	68150
645	124062	67984
646	124237	67783
647	124425	67588
648	124607	67391
649	124826	67214
650	125037	67032
651	125332	66895
652	125608	66747
653	125810	66560
654	125970	66350
655	126183	66169
656	126355	65966
657	126537	65768
658	126708	65565
659	126874	65359
660	127056	65162
661	127277	64984
662	127455	64784
663	127658	64598
664	127842	64401
665	128024	64204
666	128265	64036
